reference_number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_URL,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
J032004221,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-3,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J032004221_LADY_8_FLOWER_0.jpg?itok=8PAPN886,,,"18-karat white gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,"18-karat white gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,"18-karat white gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,,To 3 bar (30 meters),,"18-karat white gold dial with 353 snow-set diamonds, total of 1.38 carats 18-karat white gold applied ring set with 88 diamonds, total of 0.17 carat Small white mother-of-pearl dial under the flower and 18-karat white gold applied ring.",,Rolled-edge hand-made dark blue alligator strap,Rolled-edge hand-made dark blue alligator strap,"18-karat white gold folding clasp set with 47 diamonds, total of 0.47 carat","Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.",29 jewels,Centered hours and minutes,"18-karat white gold dial set with 353 diamonds, total of 1.38 carats. 
18-karat white gold case and applied ring set with 114 blue sapphires and 88 diamonds, buckle set with 47 diamonds, total of 1.61 carats (sapphires) and 0.64 carat (diamonds). 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
18-karat white gold skeleton petals. 
Diamond briolette, total of 0.24 carat. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 35 mm. 
Numerus Clausus of 8.",
J032003271,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-J032003271,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J032003271_LADY_8_FLOWER_POSITION_2.jpg?itok=j0kbdYs-,,,"18-carat red gold, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,"18-carat red gold, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,"18-carat red gold, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,,To 3 bar (30 meters),,"Domed white mother-of-pearl dial engraved in relief, with 18-karat red gold plates. 18-karat red gold applied ring, set with 88 diamonds (0.11 carat). Small engraved white mother-of-pearl dial under the flower and 18-karat red gold applied ring. ",,Rolled-edge hand-made white alligator,Rolled-edge hand-made white alligator,18-karat red gold folding clasp set with 47 diamonds (0.47 carat),"Mechanical opening flower automaton movement. 
18-karat red gold petals. Rotation of a briolette diamond (0.24 carat) in both directions. Direct manual automaton triggering via a push-button at 2 o'clock. Length of animation: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Mechanical opening flower automaton movement. 
18-karat red gold petals. Rotation of a briolette diamond (0.24 carat) in both directions. Direct manual automaton triggering via a push-button at 2 o'clock. Length of animation: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.","Caliber 29 jewels, automaton 24 jewels",Centered hours and minutes,"Engraved white mother-of-pearl dial. 
18-karat red gold case set with 114 diamonds, total of 1.40 carats. 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
Hand-engraved petals in 18-karat red gold. 
Briolette diamond, 0.24 carat. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 35 mm. 
Numerus Clausus of 8.",
J032004201,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-J032004201,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J032004201_LADY_8_FLOWER_POSITION_2.jpg?itok=MuMUtfpy,,,18-karat white gold case set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ,,,18-karat white gold case set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ,,,18-karat white gold case set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ,,,,To 3 bar (30 meters),,"Domed Grand Feu enamel dial. 18-karat white gold applied ring, set with 88 diamonds (0.11 carat). Small painted, rhodium-plated relief dial under the flower and 18-karat white gold applied ring. ",,Rolled-edge hand-made dark-blue alligator,Rolled-edge hand-made dark-blue alligator,18-karat white gold folding clasp set with 47 diamonds (0.47 carat),"Mechanical opening flower automaton movement. 
18-karat white gold petals. Rotation of a briolette blue sapphire (0.24 carat) in both directions. Direct manual automaton triggering via a push-button at 2 o'clock. Length of animation: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Mechanical opening flower automaton movement. 
18-karat white gold petals. Rotation of a briolette blue sapphire (0.24 carat) in both directions. Direct manual automaton triggering via a push-button at 2 o'clock. Length of animation: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.","Movement 29 jewels, and automaton 24 jewels",Centered hours and minutes,"Grand Feu enamel dial. 
18-karat white gold case set with 114 diamonds, total of 1.40 carats. 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
Hand-engraved petals in 18-karat white gold. 
Briolette blue sapphire, total of 0.24 carat. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 35 mm. 
Numerus Clausus of 8.",
J032004220,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-1,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J032004220_LADY_8_FLOWER_POSITION_2.jpg?itok=dURNlVpq,,,"18-carat white gold case set with 64 baguette-cut diamonds (1.72 carats), push-button set with 22 diamonds (0.035 carat), crown set with 9 diamonds (0.069 carat), hinge-pins set with 5 baguette-cut diamonds (0.39 carat)
Height 1: 12.76 mm
Height 2: 17.60 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 64 baguette-cut diamonds (1.72 carats), push-button set with 22 diamonds (0.035 carat), crown set with 9 diamonds (0.069 carat), hinge-pins set with 5 baguette-cut diamonds (0.39 carat)
Height 1: 12.76 mm
Height 2: 17.60 mm
Individual limited serial number engraved on the case-back
",,,"18-carat white gold case set with 64 baguette-cut diamonds (1.72 carats), push-button set with 22 diamonds (0.035 carat), crown set with 9 diamonds (0.069 carat), hinge-pins set with 5 baguette-cut diamonds (0.39 carat)
Height 1: 12.76 mm
Height 2: 17.60 mm
Individual limited serial number engraved on the case-back
",,,,To 3 bar (30 meters),,"18-carat white gold, with 227 snow-set diamonds (0.65 carats). 
18-carat white gold butterfly applique, set with 54 blue sapphires (0.87 carats). 18-carat white gold ring, set with 82 diamonds (0.82 carats)
Small white mother-of-pearl dial under the flower with18-carat white gold ring.",,Rolled-edge hand-made dark blue alligator leather strap,Rolled-edge hand-made dark blue alligator leather strap,"18-carat white gold folding clasp set with 125 diamonds (1.51 carat)
","Jaquet Droz 615, self-winding mechanical movement, 
single barrel. Balance wheel with regulator screw and silicon spring. 
Platinum oscillating weight","Jaquet Droz 615, self-winding mechanical movement, 
single barrel. Balance wheel with regulator screw and silicon spring. 
Platinum oscillating weight",38 hours,"21,600 v.p.h.",29 jewels,Centered hours and minutes,"18-carat white gold dial, set with diamonds
18-carat white gold applied butterfly applique, set with blue sapphires.
18-carat white gold case, set with diamonds.
Opening flower automaton movement. 18-carat white gold petals, engraved and enameled by hand. Briolette diamond swivels both ways.
Total number of gemstones: 151 baguette-cut diamonds, 383 brilliant-cut diamonds and 54 blue sapphires. Total carat weight: 6.31 carats.
Power reserve of 38 hours
Diameter 35 mm
Numerus Clausus of 8",
J032004270,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-0,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J032004270_LADY_8_FLOWER.jpg?itok=DYsKnmDY,,,"18-carat white gold case, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,"18-carat white gold case, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,"18-carat white gold case, set with 114 diamonds (1.40 carats). Diameter 35 mm. Height 1: 12.76 mm. Height 2: 17.45 mm. Individual limited serial number engraved on the case-back. ",,,,To 3 bar (30 meters),,"White mother-of-pearl with structure. 18-carat white gold ring, set with 88 diamonds (0.11 carat). Small white mother-of-pearl dial under the flower with 18-carat white gold ring.",,Rolled-edge hand-made black alligator leather,Rolled-edge hand-made black alligator leather,18-carat white gold folding clasp,"Mechanical opening flower automaton movement. 
18-carat white gold petals. Briolette pink sapphire (0.29 carat) swivels both ways. Automaton mechanism triggered directly by pressing a push-button at 2 o'clock. Animation length: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Mechanical opening flower automaton movement. 
18-carat white gold petals. Briolette pink sapphire (0.29 carat) swivels both ways. Automaton mechanism triggered directly by pressing a push-button at 2 o'clock. Animation length: 6 to 8 seconds.
Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.","Caliber 29 jewels, automaton 24 jewels",Centered hours and minutes,"White mother-of-pearl dial with sunray structure. 
18-karat white gold case and applied ring set with 114 
and 88 diamonds, total of 1.51 carats. 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
Hand-engraved petals in 18-karat white gold. 
Pink sapphire briolette, total of 0.29 carat. 
Self-winding mechanical hours and minutes movement. 
Power reserve of 38 hours. 
Diameter 35 mm. 
Numerus Clausus of 8.",
J032003220,https://www.jaquet-droz.com/en/watches/automata/lady-8-flower-2,,Jaquet Droz,,AUTOMATA,Lady 8 Flower,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J032003220_LADY_8_FLOWER_0.jpg?itok=3tXatYLa,,,"18-karat red gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,"18-karat red gold set with 114 blue sapphires, total of 1.61 carats Diameter 35 mm Height 1: 12.75 mm Height 2: 17.45 mm Individual limited serial number engraved on the case-back",,,,To 3 bar (30 meters),,"18-karat red gold dial with 353 snow-set diamonds, total of 1.38 carats 18-karat red gold applied ring set with 88 diamonds, total of 0.17 carat Small white mother-of-pearl dial under the flower and 18-karat red gold applied ring.",,Rolled-edge hand-made taupe alligator strap,Rolled-edge hand-made taupe alligator strap,"18-karat red gold folding clasp set with 47 diamonds, total of 0.47 carat","Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.","Jaquet Droz 615, self-winding mechanical movement, silicon balance spring and pallet horns, platinum oscillating weight.",38 hours,"21,600 v.p.h.",29 jewels,Centered hours and minutes,"18-karat red gold dial set with 353 diamonds, total of 1.38 carats. 
18-karat red gold case and applied ring set with 114 blue sapphires and 88 diamonds, buckle set with 47 diamonds, total of 1.61 carats (sapphires) and 0.64 carat (diamonds). 
Mechanical opening flower automaton movement. 
Push-button automaton triggering mechanism. 
18-karat red gold skeleton petals. 
Diamond briolette, total of 0.24 carat. 
Self-winding mechanical hours and minutes movement.",
J899.000.064,https://www.jaquet-droz.com/en/watches/automata/signing-machine-j899-000-064,,Jaquet Droz,,AUTOMATA,Signing Machine,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J899.000.064_THE-SIGNING-MACHINE_FRONT_2.jpg?itok=T8fGyfuL,,,Hand-polished and satin-brushed stainless steel case Inlaid decoration made from darkened and varnished pearwood veneer Dimensions 158 x 82 mm Height 21 mm Engraved signature on a plate on the cover,,,Hand-polished and satin-brushed stainless steel case Inlaid decoration made from darkened and varnished pearwood veneer Dimensions 158 x 82 mm Height 21 mm Engraved signature on a plate on the cover,,,Hand-polished and satin-brushed stainless steel case Inlaid decoration made from darkened and varnished pearwood veneer Dimensions 158 x 82 mm Height 21 mm Engraved signature on a plate on the cover,,,,,,,,,,,"JAQUET DROZ MAS, mechanical movement hand-wound by a sliding block, personalized signature, locked by a 4-digit code, power reserve indicator in an aperture. 495 components","JAQUET DROZ MAS, mechanical movement hand-wound by a sliding block, personalized signature, locked by a 4-digit code, power reserve indicator in an aperture. 495 components",2 signatures,,8 jewels,,"Hand-polished and satin-brushed stainless steel case. 
Inlaid decoration made from darkened and varnished pearwood veneer. 
Hand-polished and satin-brushed stainless steel pen, refillable black or blue ink. 
Engraved signature on a plate on the cover. 
Power reserve indicator in an aperture. 
Dimensions 158 x 82 mm. 
Created to order.",
J899.000.070,https://www.jaquet-droz.com/en/watches/automata/whistling-machine-j899.000.070,,Jaquet Droz,,AUTOMATA,Whistling Machine,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J899.000.070_WHISTLING_MACHINE_FRONT.jpg?itok=rAJTIfha,,,Black varnished base Sides in glass Dimensions 250 x 130 x 266 mm. Individual serial number engraved on the back of the plate,,,Black varnished base Sides in glass Dimensions 250 x 130 x 266 mm. Individual serial number engraved on the back of the plate,,,Black varnished base Sides in glass Dimensions 250 x 130 x 266 mm. Individual serial number engraved on the back of the plate,,,,,,,,,,,"JAQUET DROZ MASIF, hand-wound automaton movement, painted and animated bird","JAQUET DROZ MASIF, hand-wound automaton movement, painted and animated bird",2 minutes,,,,"Hand-wound mechanical automaton, hand-painted animated bird. 
Black varnished base and glass partitions. 
Power reserve of 2 minutes. 
Dimensions 250 x 130 x 266 mm. 
Numerus Clausus of 8.",
J005024288,https://www.jaquet-droz.com/en/watches/ateliers-d-art/relief-petite-heure-minute-tiger-j005024288,,Jaquet Droz,,Timepieces,Relief Tiger,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/Jaquet%20Droz_Relief-Petite-Heure-Minute-Tiger_J005024288_Front.jpg?itok=edtv8ntL,,,18-karat white gold case set with 144 baguette-cut diamonds (2.06 carats). Crown set with a diamond (0.09 carat). Diameter 41 mm. Height 13.77 mm. «Pièce unique» (unique piece) engraved on the case-back. ,,,18-karat white gold case set with 144 baguette-cut diamonds (2.06 carats). Crown set with a diamond (0.09 carat). Diameter 41 mm. Height 13.77 mm. «Pièce unique» (unique piece) engraved on the case-back. ,,,18-karat white gold case set with 144 baguette-cut diamonds (2.06 carats). Crown set with a diamond (0.09 carat). Diameter 41 mm. Height 13.77 mm. «Pièce unique» (unique piece) engraved on the case-back. ,,,,To 3 bar (30 meters),,18-karat white gold and opal dial. Hand-engraved and hand-painted 18-karat white gold tiger relief appliques. Black onyx subdial. ,,Rolled-edge hand-made black alligator,Rolled-edge hand-made black alligator,18-karat white gold ardillon buckle,"Jaquet Droz 2653.Si, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, 18-karat white gold oscillating weight with opal and hand-engraved and hand-painted tiger applique in 18-karat gold.","Jaquet Droz 2653.Si, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, 18-karat white gold oscillating weight with opal and hand-engraved and hand-painted tiger applique in 18-karat gold.",68 hours,"28,800 v.p.h.",28 jewels,Off-centered hours and minutes,"18-karat white gold and opal dial, black onyx subdial. 
Hand-engraved and hand-painted 18-karat white gold tiger relief appliques. 
18-karat white gold case set with 144 baguette-cut diamonds (2.06 carats), crown set with a diamond (0.09 carat), total of 2.15 carats. 
Self-winding mechanical movement. 
Power reserve of 68 hours. 
Diameter 41 mm. 
Unique piece",
J005023300,https://www.jaquet-droz.com/en/watches/ateliers-d-art/relief-petite-heure-minute-tiger-j005023300,,Jaquet Droz,,Timepieces,Relief Tiger,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/Jaquet%20Droz_Relief-Petite-Heure-Minute-Tiger_J005023300_Front.jpg?itok=jf10ed-X,,,18-karat red gold case. Diameter 41 mm. Height 13.77 mm. «Pièce unique» (unique piece) engraved on the case-back. ,,,18-karat red gold case. Diameter 41 mm. Height 13.77 mm. «Pièce unique» (unique piece) engraved on the case-back. ,,,18-karat red gold case. Diameter 41 mm. Height 13.77 mm. «Pièce unique» (unique piece) engraved on the case-back. ,,,,To 3 bar (30 meters),,18-karat red gold and opal dial. Hand-engraved and hand-painted 18-karat red gold tiger relief appliques. Black onyx subdial. ,,Rolled-edge hand-made black alligator,Rolled-edge hand-made black alligator,18-karat red gold ardillon buckle,"Jaquet Droz 2653.Si, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, 18-karat red gold oscillating weight with opal and hand-engraved and hand-painted tiger applique in 18-karat red gold.","Jaquet Droz 2653.Si, self-winding mechanical movement, silicon balance spring and pallet horns, double barrel, 18-karat red gold oscillating weight with opal and hand-engraved and hand-painted tiger applique in 18-karat red gold.",68 hours,"28,800 v.p.h.",28 jewels,Off-centered hours and minutes,"18-karat red gold and opal dial, black onyx subdial. 
Hand-engraved and hand-painted 18-karat red gold tiger relief appliques. 
18-karat red gold case. 
Self-winding mechanical movement. 
Power reserve of 68 hours. 
Diameter 41 mm. 
Unique piece",
J899.000.052,https://www.jaquet-droz.com/en/watches/automata/the-poet-automaton-j899-000-052,,Jaquet Droz,,Timepieces,The Poet,,,,,,https://www.jaquet-droz.com/sites/default/files/styles/cart_product_image/public/J899.000.052_THE-POET_FRONT.jpg?itok=_S53F05g,,,Black varnished base 280 x 230 x 440 mm Individual serial number engraved on the back of the plate,,,Black varnished base 280 x 230 x 440 mm Individual serial number engraved on the back of the plate,,,Black varnished base 280 x 230 x 440 mm Individual serial number engraved on the back of the plate,,,,,,,,,,,"JAQUET DROZ, hand-winding movement, painted bird","JAQUET DROZ, hand-winding movement, painted bird",2 minutes,,,,"Hand-wound mechanical automaton, hand-painted animated bird. 
Black varnished base. 
Power reserve of 2 minutes. 
Dimensions 280 x 230 x 440 mm. 
Numerus Clausus of 8.",
